Key,Year,CompanyCode,CompanyName,OperatingRevenues,NetIncomeAfterTax,CapitalStock,EPS
2016_4141,2016,4141,龍燈-KY,10062314,554700,1519120,3.65
2016_4142,2016,4142,國光生,606725,-595352,2376132,-2.54
2016_4144,2016,4144,康聯-KY,3269597,249861,781390,3.24
2016_4164,2016,4164,承業醫,2205206,158932,1398478,1.14
2016_4190,2016,4190,佐登-KY,1834929,272230,611547,4.66
2016_4737,2016,4737,華廣,1740309,178790,634468,2.82
2016_4746,2016,4746,台耀,3189380,483441,887167,5.5
2016_6452,2016,6452,康友-KY,4334466,903231,650000,13.9
2016_2616,2016,2616,山隆,15560564,354992,1261047,3.09
2016_6505,2016,6505,台塑化,546161413,75764102,95259597,7.95
2016_8926,2016,8926,台汽電,1178012,948966,5890486,1.61
2016_9908,2016,9908,大台北,3525218,709810,5163580,1.42
2016_9918,2016,9918,欣天然,1762132,221787,1805375,1.25
2016_9926,2016,9926,新海,1973104,305082,1795041,1.7
2016_9931,2016,9931,欣高,1094116,185563,1022505,1.81
2016_9937,2016,9937,全國,18075478,705866,3090430,2.28
2016_1437,2016,1437,勤益控,578394,430686,1981899,2.19
2016_2302,2016,2302,麗正,518051,13874,1663029,0.08
2016_2303,2016,2303,聯電,147870124,8315660,126243187,0.68
2016_2311,2016,2311,日月光,274884107,21680339,79568040,2.83
2016_2325,2016,2325,矽品,85111913,9933160,31163611,3.19
2016_2329,2016,2329,華泰,15786333,504371,8060158,0.63
2016_2330,2016,2330,台積電,947938344,334247180,259303805,12.89
2016_2337,2016,2337,旺宏,24124973,-243013,36145881,-0.07
2016_2338,2016,2338,光罩,1196457,-165262,2527136,-0.71
2016_2342,2016,2342,茂矽,1451708,-121089,3722549,-0.33
2016_2344,2016,2344,華邦電,42091709,2897791,35800002,0.81
2016_2351,2016,2351,順德,8806341,728035,1821403,4
2016_2363,2016,2363,矽統,182873,-188882,5600625,-0.34
2016_2369,2016,2369,菱生,5622375,233140,3801023,0.62
2016_2379,2016,2379,瑞昱,38914031,3039875,5049513,6.02
2016_2388,2016,2388,威盛,4925843,200561,4933034,0.41
2016_2401,2016,2401,凌陽,7556045,120187,5919949,0.2
2016_2408,2016,2408,南亞科,41632505,23721277,27485658,8.67
2016_2434,2016,2434,統懋,227960,-126259,1106776,-1.14
2016_2436,2016,2436,偉詮電,2047723,141732,2220200,0.64
2016_2441,2016,2441,超豐,10571712,2238680,5688459,3.94
2016_2449,2016,2449,京元電子,20081683,2981198,11674833,2.56
2016_2451,2016,2451,創見,22104915,2882637,4307617,6.69
2016_2454,2016,2454,聯發科,275511714,23700598,15821122,15.16
2016_2458,2016,2458,義隆,6558933,652667,4341148,1.57
2016_2481,2016,2481,強茂,12867730,605238,3697944,1.66
2016_3006,2016,3006,晶豪科,9300534,597835,2825737,2.19
2016_3014,2016,3014,聯陽,3127191,363966,1578743,2.38
2016_3016,2016,3016,嘉晶,2790990,20063,2444013,0.08
2016_3034,2016,3034,聯詠,45650879,5004360,6085115,8.22
2016_3035,2016,3035,智原,6422145,281145,2485503,1.14
2016_3041,2016,3041,揚智,3400744,-575308,3027691,-1.95
2016_3054,2016,3054,立萬利,323097,62796,1210753,0.59
2016_3094,2016,3094,聯傑,312545,71272,832551,0.86
2016_3189,2016,3189,景碩,23165066,2233705,4460000,5.01
2016_3257,2016,3257,虹冠電,843361,123111,651457,1.9
2016_3413,2016,3413,京鼎,7837905,642310,750000,9.05
2016_3443,2016,3443,創意,9290421,551082,1340119,4.11
2016_3519,2016,3519,綠能,15309776,-884448,4142615,-2.14
2016_3532,2016,3532,台勝科,10794340,730390,7756966,0.94
2016_3536,2016,3536,誠創,1148043,21157,968000,0.22
2016_3545,2016,3545,敦泰,11018225,211094,2965344,0.73
2016_3559,2016,3559,全智科,1506301,189450,1205805,1.57
2016_3579,2016,3579,尚志,15637691,-684041,1155973,-5.92
2016_3583,2016,3583,辛耘,3494921,292385,811390,3.6
2016_3588,2016,3588,通嘉,1223765,103283,474352,2.25
2016_3661,2016,3661,世芯-KY,3690977,-211396,607028,-3.45
2016_3686,2016,3686,達能,1370986,-733644,3496268,-2.1
2016_4919,2016,4919,新唐,8329286,613165,2075544,2.95
2016_4952,2016,4952,凌通,3268664,413473,1088158,3.8
2016_4968,2016,4968,立積,2161784,150212,548874,2.74
2016_5269,2016,5269,祥碩,2056711,350017,570708,6.19
2016_5285,2016,5285,界霖,2185384,150387,748000,2.01
2016_5305,2016,5305,敦南,10487093,431400,3098817,1.4
2016_5471,2016,5471,松翰,3216843,279624,1678770,1.67
2016_6202,2016,6202,盛群,4157788,784218,2261682,3.47
2016_6239,2016,6239,力成,48343542,4834605,7791466,6.2
2016_6243,2016,6243,迅杰,516275,-100693,749767,-1.34
2016_6257,2016,6257,矽格,5795609,776357,3598865,2.17
2016_6271,2016,6271,同欣電,8057845,1025006,1629071,6.29
2016_6415,2016,6415,矽力-KY,7138903,1469656,840232,18.72
2016_6451,2016,6451,訊芯-KY,4132887,961173,1054468,9.12
2016_6525,2016,6525,捷敏-KY,2956016,571545,1066507,5.53
2016_6531,2016,6531,愛普,3161932,404909,704503,6.07
2016_6533,2016,6533,晶心科,208635,-31861,371399,-0.86
2016_6552,2016,6552,易華電,1667761,136303,900000,1.51
2016_8016,2016,8016,矽創,10189747,1041837,1206376,8.77
2016_8081,2016,8081,致新,3675944,400316,861721,4.67
2016_8110,2016,8110,華東,8748398,440354,4827700,0.93
2016_8131,2016,8131,福懋科,8491396,1022556,4422222,2.31
2016_8150,2016,8150,南茂,18387593,1532292,8869663,1.78
2016_8261,2016,8261,富鼎,1715438,71740,812826,0.88
2016_8271,2016,8271,宇瞻,6822226,349467,1008978,2.74
2016_2301,2016,2301,光寶科,229571758,9416351,23508670,4.05
2016_2305,2016,2305,全友,715031,16002,2056608,0.08
2016_2324,2016,2324,仁寶,766810035,8130890,44241606,1.88
2016_2331,2016,2331,精英,29945931,-945256,5574030,-1.7
2016_2352,2016,2352,佳世達,129553540,4342267,19667820,2.21
2016_2353,2016,2353,宏碁,232724161,-4900296,30807328,-1.62
2016_2356,2016,2356,英業達,428466015,5637120,35874751,1.57
2016_2357,2016,2357,華碩,466802706,19202737,7427603,25.85
2016_2358,2016,2358,廷鑫,1934644,-154098,496162,-3.11
2016_2362,2016,2362,藍天,19720086,594819,6831630,0.92
2016_2364,2016,2364,倫飛,845895,-178742,1189398,-1.95
2016_2365,2016,2365,昆盈,3650107,-299580,2820985,-1.09
2016_2376,2016,2376,技嘉,52347389,2292864,6291179,3.64
2016_2377,2016,2377,微星,102190503,4887942,8448562,5.79
2016_2380,2016,2380,虹光,2271841,-303644,2082209,-1.45
2016_2382,2016,2382,廣達,893982294,15138164,38626274,3.93
2016_2387,2016,2387,精元,13509398,595722,2632102,2.11
2016_2395,2016,2395,研華,42002198,5666862,6330841,8.96
2016_2397,2016,2397,友通,3823718,526648,1148399,4.59
2016_2399,2016,2399,映泰,2997576,-32815,1781000,-0.18
2016_2405,2016,2405,浩鑫,4188815,-99289,3482273,-0.29
2016_2417,2016,2417,圓剛,2504027,-95073,1928923,-0.49
2016_2424,2016,2424,隴華,2821,-45509,300000,-1.52
2016_2425,2016,2425,承啟,6687790,91631,1092488,0.84
2016_2442,2016,2442,新美齊,1920959,26560,1996426,0.13
2016_2465,2016,2465,麗臺,2765358,-208168,1071746,-1.94
2016_3002,2016,3002,歐格,404612,60265,1020000,0.59
2016_3005,2016,3005,神基,20406945,2080113,5687392,3.68
2016_3013,2016,3013,晟銘電,4274785,197801,1699350,1.14
2016_3017,2016,3017,奇鋐,26504463,860131,3533101,2.43
2016_3022,2016,3022,威強電,7643637,1367270,3283144,4.16
2016_3046,2016,3046,建碁,1138852,-366542,1164934,-3.15
2016_3057,2016,3057,喬鼎,2672402,-327496,1623052,-2.03
2016_3060,2016,3060,銘異,8365413,213883,1742020,1.23
2016_3231,2016,3231,緯創,659908231,2961101,26503165,1.2
2016_3416,2016,3416,融程電,1346687,184348,601815,3.06
2016_3494,2016,3494,誠研,1724135,-145079,1794506,-0.81
2016_3515,2016,3515,華擎,7120620,159630,1150416,1.39
2016_3701,2016,3701,大眾控,10392597,113079,3806891,0.35
2016_3706,2016,3706,神達,48341745,2718568,8156048,3.44
2016_4915,2016,4915,致伸,64329462,1934070,4424367,4.4
2016_4916,2016,4916,事欣科,2345408,136997,708990,2.01
2016_4938,2016,4938,和碩,1157710113,19339815,25751695,7.5
2016_5215,2016,5215,科嘉-KY,1652150,109135,543375,2.01
2016_5258,2016,5258,虹堡,3173078,302051,741054,4.58
2016_5264,2016,5264,鎧勝-KY,32763310,2801624,3397070,8.25
2016_6117,2016,6117,迎廣,2222161,-169580,886500,-1.91
2016_6128,2016,6128,上福,1918575,376331,875887,4.2
2016_6166,2016,6166,凌華,9569741,430896,2175619,2
2016_6172,2016,6172,互億,340119,9194,300000,0.69
2016_6206,2016,6206,飛捷,5633782,881816,1463683,6.02
2016_6230,2016,6230,超眾,7296933,945827,863434,10.95
2016_6235,2016,6235,華孚,2273579,1330162,1642957,8.19
2016_6277,2016,6277,宏正,4935747,788320,1194711,6.6
2016_6414,2016,6414,樺漢,14471649,1022743,763008,14.01
2016_8114,2016,8114,振樺電,3792375,649571,729426,9.34
2016_8163,2016,8163,達方,18681618,468400,2979020,1.58
2016_8210,2016,8210,勤誠,5209967,600188,1197260,5.01
2016_9912,2016,9912,偉聯,757963,-8255,531626,-0.16
2016_2323,2016,2323,中環,10962317,-2370564,18778715,-1.17
2016_2340,2016,2340,光磊,5488496,854727,5456621,1.57
2016_2349,2016,2349,錸德,10483997,-2232636,17667921,-1.28
2016_2374,2016,2374,佳能,11005824,386250,2825279,1.39
2016_2393,2016,2393,億光,29347250,1805624,4390357,4.13
2016_2406,2016,2406,國碩,17461057,33326,3388970,0.1
2016_2409,2016,2409,友達,329089036,7818938,96242451,0.81
2016_2426,2016,2426,鼎元,3123899,265503,2927834,0.91
2016_2438,2016,2438,翔耀,447951,-7202,952159,-0.08
2016_2448,2016,2448,晶電,25539163,-3546045,10915492,-3.33
2016_2466,2016,2466,冠西電,2046312,6133,1563073,0.04
2016_2475,2016,2475,華映,33069645,-1776479,64794541,-0.27
2016_2486,2016,2486,一詮,4857627,-102842,2052546,-0.52
2016_2489,2016,2489,瑞軒,26017680,1631095,8343620,2.02
2016_2491,2016,2491,吉祥全,343496,-26036,744080,-0.36
2016_2499,2016,2499,東貝,8032643,-452771,3735120,-1.41
2016_3008,2016,3008,大立光,48351791,22733025,1341402,169.47
2016_3019,2016,3019,亞光,17937980,337356,2810839,1.2
2016_3024,2016,3024,憶聲,3434252,767040,2771575,2.77
2016_3031,2016,3031,佰鴻,2168224,176586,1966742,0.9
2016_3038,2016,3038,全台,3178919,187772,1949076,1.03
2016_3049,2016,3049,和鑫,2732534,-493321,7369485,-0.67
2016_3050,2016,3050,鈺德,948476,87375,1520671,0.57
2016_3051,2016,3051,力特,2660104,-274274,3253324,-0.84
2016_3059,2016,3059,華晶科,11577046,53800,2739788,0.2
2016_3149,2016,3149,正達,2561784,-451088,1696415,-2.66
2016_3356,2016,3356,奇偶,1905464,139885,787655,1.8
2016_3383,2016,3383,新世紀,1296606,-2101463,3173506,-6.84
2016_3406,2016,3406,玉晶光,7030362,-153925,997711,-1.54
2016_3437,2016,3437,榮創,6171727,58947,1488630,0.41
2016_3454,2016,3454,晶睿,4800228,520836,799304,6.57
2016_3481,2016,3481,群創,287089277,1870687,99521488,0.19
2016_3504,2016,3504,揚明光,4115786,-198693,1140598,-1.74
2016_3514,2016,3514,昱晶,14679819,-2254049,4496677,-5.02
2016_3535,2016,3535,晶彩科,1407121,8217,785978,0.1
2016_3557,2016,3557,嘉威,495129,-101197,1432470,-0.96
2016_3561,2016,3561,昇陽光電,9575466,-480993,3712094,-1.3
2016_3576,2016,3576,新日光,16537125,-6309786,10176152,-6.53
2016_3591,2016,3591,艾笛森,3333970,-86582,1323824,-0.71
2016_3622,2016,3622,洋華,1456381,-153223,1513276,-1.01
2016_3669,2016,3669,圓展,1899480,126378,974820,1.36
2016_3673,2016,3673,TPK-KY,89216284,-1467402,3466338,-4.27
2016_3698,2016,3698,隆達,13788596,-728047,5623424,-1.28
2016_4934,2016,4934,太極,7343091,-293953,3565450,-0.85
2016_4935,2016,4935,茂林-KY,6065058,790056,1409371,6.05
2016_4942,2016,4942,嘉彰,6151742,325542,1423676,2.26
2016_4956,2016,4956,光鋐,1252713,7129,1004082,0.07
2016_4960,2016,4960,奇美材,10374172,-1483921,5157285,-2.88
2016_4976,2016,4976,佳凌,1419204,-49270,1066130,-0.48
2016_5234,2016,5234,達興材料,3620275,353176,933781,3.78
2016_5243,2016,5243,乙盛-KY,10862433,377443,1735289,2.18
2016_5259,2016,5259,清惠,273353,-294553,245256,-12.01
2016_5484,2016,5484,慧友,1141343,16364,1155079,0.14
2016_6116,2016,6116,彩晶,23925255,4047364,32339339,1.25
2016_6120,2016,6120,達運,32890796,244163,6655551,0.35
2016_6131,2016,6131,悠克,127451,-111166,1019265,-1.09
2016_6164,2016,6164,華興,1464505,128853,1100002,1.14
2016_6168,2016,6168,宏齊,2836405,-155314,2072018,-0.77
2016_6176,2016,6176,瑞儀,46236615,3168246,4650273,6.81
2016_6209,2016,6209,今國光,4003731,3389,1625757,0.02
2016_6225,2016,6225,天瀚,19241,-23557,973727,-0.25
2016_6226,2016,6226,光鼎,976967,49499,937814,0.54
2016_6278,2016,6278,台表科,30046297,571249,2953984,1.95
2016_6289,2016,6289,華上,172409,-158619,2692604,-0.59
2016_6405,2016,6405,悅城,852853,2908,658000,0.04
2016_6431,2016,6431,光麗-KY,210702,-271369,456428,-5.95
2016_6443,2016,6443,元晶,7754501,12922,4268550,0.03
2016_6456,2016,6456,GIS-KY,79361173,2897420,3094398,9.39
2016_6477,2016,6477,安集,897574,-56651,824566,-0.72
2016_8072,2016,8072,陞泰,1456616,31023,1000000,0.31
2016_8105,2016,8105,凌巨,11683609,632263,4415449,1.43
2016_8215,2016,8215,明基材,12753953,-420221,3206745,-1.31
2016_2314,2016,2314,台揚,7597056,164269,2133226,0.81
2016_2321,2016,2321,東訊,4101046,47492,6306652,0.16
2016_2332,2016,2332,友訊,22921798,-953572,6519961,-1.5
2016_2345,2016,2345,智邦,29368753,1887913,5454429,3.51
2016_2412,2016,2412,中華電,229991428,40067010,77574465,5.16
2016_2419,2016,2419,仲琦,8762719,449272,2262684,1.99
2016_2439,2016,2439,美律,16939274,2011140,1866045,11
2016_2444,2016,2444,友旺,1545990,53277,854375,0.62
2016_2450,2016,2450,神腦,34090748,997309,2582527,4.02
2016_2455,2016,2455,全新,2182825,467107,1849059,2.12
2016_2485,2016,2485,兆赫,13281769,531090,3176890,1.67
2016_2496,2016,2496,卓越,218525,29712,157600,2.9
2016_2498,2016,2498,宏達電,78161158,-10560103,8220087,-12.81
2016_3025,2016,3025,星通,509780,28056,709206,0.4
2016_3027,2016,3027,盛達,1553145,22856,976344,0.23
2016_3045,2016,3045,台灣大,116647498,15320187,34208328,5.63
2016_3047,2016,3047,訊舟,5203879,82971,1999355,0.45
2016_3062,2016,3062,建漢,10227632,333939,3288454,1.02
2016_3311,2016,3311,閎暉,2387732,-109202,1893838,-0.61
2016_3380,2016,3380,明泰,21830730,608039,4344697,1.4
2016_3419,2016,3419,譁裕,2672960,98064,1204954,0.83
2016_3596,2016,3596,智易,23910479,1357473,1891190,7.19
2016_3682,2016,3682,亞太電,14153429,-5128720,43006270,-1.19
2016_3694,2016,3694,海華,6135483,77908,1298388,0.6
2016_3704,2016,3704,合勤控,22446091,282803,4411773,0.65
2016_4904,2016,4904,遠傳,94344266,11391303,32585008,3.5
2016_4906,2016,4906,正文,14511254,567072,3038210,1.89
2016_4977,2016,4977,眾達-KY,1935812,330939,557020,6.04
2016_4984,2016,4984,科納-KY,1402673,313014,456709,6.88
2016_5388,2016,5388,中磊,36701734,1461654,2429198,6.02
2016_6136,2016,6136,富爾特,746020,233538,1155364,2.02
2016_6142,2016,6142,友勁,3646298,160986,2682357,0.6
2016_6152,2016,6152,百一,8850025,-52250,1724005,-0.32
2016_6216,2016,6216,居易,1142568,240936,799354,3.07
2016_6283,2016,6283,淳安,880780,89334,1275430,1.09
2016_6285,2016,6285,啟碁,52779497,2042600,3531173,5.95
2016_6442,2016,6442,光聖,4350570,289964,660000,4.39
2016_8011,2016,8011,台通,1847139,74522,1018772,0.73
2016_8101,2016,8101,華冠,21109430,-1551049,4161776,-3.73
2016_1471,2016,1471,首利,1187138,-385060,2014677,-1.91
2016_1582,2016,1582,信錦,9138485,909263,1533814,6.06
2016_2059,2016,2059,川湖,4466110,1571791,952971,16.49
2016_2308,2016,2308,台達電,214355571,18797799,25975433,7.24
2016_2313,2016,2313,華通,45515199,1625400,11918206,1.36
2016_2316,2016,2316,楠梓電,4900284,47055,2810046,0.17
2016_2327,2016,2327,國巨,29616351,3954115,5214784,6.83
2016_2328,2016,2328,廣宇,18412296,1098517,5183462,2.15
2016_2355,2016,2355,敬鵬,23939699,2489038,3974954,6.26
2016_2367,2016,2367,燿華,12649827,-698750,5559654,-1.27
2016_2368,2016,2368,金像電,19196196,143789,5522469,0.26
2016_2375,2016,2375,智寶,2560659,-46469,915183,-0.66
2016_2383,2016,2383,台光電,22069584,2770355,3189211,8.7
2016_2385,2016,2385,群光,77018060,3531068,7120820,5.24
2016_2392,2016,2392,正崴,90499529,792765,5123269,1.55
2016_2402,2016,2402,毅嘉,6073832,30172,3380506,0.1
2016_2413,2016,2413,環科,4051783,21323,1273592,0.17
2016_2415,2016,2415,錩新,2347899,215454,910774,2.37
2016_2420,2016,2420,新巨,3150739,565680,1526487,3.71
2016_2421,2016,2421,建準,10690822,571898,2509297,2.28
2016_2428,2016,2428,興勤,5408161,900553,1281127,7.03
2016_2429,2016,2429,銘旺科,1030579,7982,368000,0.22
2016_2431,2016,2431,聯昌,3036281,97088,1109270,0.88
2016_2437,2016,2437,旺詮,4155003,352355,665938,5.29
2016_2440,2016,2440,太空梭,2314656,9193,1391173,0.07
2016_2443,2016,2443,新利虹,613980,-222420,1456870,-1.53
2016_2456,2016,2456,奇力新,5387335,679426,1284860,5.34
2016_2457,2016,2457,飛宏,11352243,-301299,2776884,-1.09
2016_2460,2016,2460,建通,3639715,45078,1692000,0.27
2016_2462,2016,2462,良得電,4217075,150172,1424846,1.2
2016_2467,2016,2467,志聖,3884793,210003,1587445,1.39
2016_2472,2016,2472,立隆電,6074910,429876,1311948,3.33
2016_2476,2016,2476,鉅祥,4904608,475093,1823763,2.61
2016_2478,2016,2478,大毅,3810714,228919,1756277,1.01
2016_2483,2016,2483,百容,1629747,177847,1106188,1.61
2016_2484,2016,2484,希華,2977585,235158,1594210,1.48
2016_2492,2016,2492,華新科,18490529,2152213,5180000,3.95
2016_2493,2016,2493,揚博,2312375,326235,1144373,2.85
2016_3003,2016,3003,健和興,2987269,388330,1556549,2.49
2016_3011,2016,3011,今皓,1740588,2945,1127192,0.03
2016_3015,2016,3015,全漢,15327925,310086,1922620,1.61
2016_3021,2016,3021,鴻名,1907095,105567,971635,1.05
2016_3023,2016,3023,信邦,12925843,1157386,2254162,5.15
2016_3026,2016,3026,禾伸堂,13166572,506101,2242154,2.26
2016_3032,2016,3032,偉訓,5932545,402951,1132856,3.81
2016_3037,2016,3037,欣興,62638282,11695,15280358,0.01
2016_3042,2016,3042,晶技,9637101,1016164,3097570,3.28
2016_3044,2016,3044,健鼎,43512927,3573040,5256059,6.8
2016_3058,2016,3058,立德,5229267,99152,1715194,0.58
2016_3090,2016,3090,日電貿,8446804,387061,1669693,2.35
2016_3229,2016,3229,晟鈦,503129,-163208,935159,-1.75
2016_3296,2016,3296,勝德,2893975,129903,1032244,1.22
2016_3308,2016,3308,聯德,1130786,-19917,999496,-0.2
2016_3321,2016,3321,同泰,2511082,-235900,890000,-2.68
2016_3338,2016,3338,泰碩,2877668,187153,696122,2.71
2016_3376,2016,3376,新日興,8105073,1095777,1787253,6.13
2016_3432,2016,3432,台端,407746,7217,665860,0.11
2016_3501,2016,3501,維熹,4921244,701970,1182579,5.94
2016_3533,2016,3533,嘉澤,8862577,690324,934779,7.38
2016_3550,2016,3550,聯穎,3443399,106702,850000,1.26
2016_3593,2016,3593,力銘,689429,-162665,1127431,-1.44
2016_3605,2016,3605,宏致,5184340,192414,1233559,1.57
2016_3607,2016,3607,谷崧,6144911,-316476,1251512,-2.53
2016_3645,2016,3645,達邁,1730097,217428,1232576,1.76
2016_3653,2016,3653,健策,3386686,243953,1063242,2.32
2016_3679,2016,3679,新至陞,4136945,602076,793033,7.59
2016_4545,2016,4545,銘鈺,2632106,227629,770000,2.96
2016_4912,2016,4912,聯德控股-KY,3197375,67688,395411,1.71
2016_4927,2016,4927,泰鼎-KY,8585106,273099,1225950,2.23
2016_4943,2016,4943,康控-KY,2492724,121649,896784,1.52
2016_4958,2016,4958,臻鼎-KY,82392633,3456186,8047484,4.29
2016_4999,2016,4999,鑫禾,2456940,451299,744172,6.14
2016_5469,2016,5469,瀚宇博,39414528,944537,4504362,2.1
2016_6108,2016,6108,競國,8583787,505006,1598993,3.16
2016_6115,2016,6115,鎰勝,6974574,731976,1802426,4.08
2016_6133,2016,6133,金橋,1103853,11560,1170064,0.1
2016_6141,2016,6141,柏承,3161080,-143675,1330645,-1.11
2016_6153,2016,6153,嘉聯益,13945080,74102,3231597,0.23
2016_6155,2016,6155,鈞寶,642745,82557,858842,0.96
2016_6165,2016,6165,捷泰,105107,-25582,496824,-0.51
2016_6191,2016,6191,精成科,22486726,547845,5315469,1.04
2016_6197,2016,6197,佳必琪,4950966,412145,1734478,2.4
2016_6205,2016,6205,詮欣,2034970,240110,718391,3.34
2016_6213,2016,6213,聯茂,19681638,951958,3029572,3.13
2016_6224,2016,6224,聚鼎,1655761,405282,800018,5.07
2016_6251,2016,6251,定穎,11791838,10700,2810594,0.04
2016_6269,2016,6269,台郡,19096283,2275180,2995325,8.42
2016_6282,2016,6282,康舒,19749532,520858,5199493,1.01
2016_6412,2016,6412,群電,27419463,1340653,3757446,3.71
2016_6422,2016,6422,君耀-KY,2478709,277211,384839,7.2
2016_6449,2016,6449,鈺邦,1653022,204810,731901,2.9
2016_8039,2016,8039,台虹,10283979,579678,2083252,2.81
2016_8046,2016,8046,南電,29170570,-693872,6461655,-1.07
2016_8103,2016,8103,瀚荃,2589451,243829,813994,3
2016_8213,2016,8213,志超,21798292,812503,2712429,3.08
2016_8249,2016,8249,菱光,4309299,257536,1270550,2.03
2016_2347,2016,2347,聯強,342696453,4876679,16679470,2.92
2016_2414,2016,2414,精技,16180029,233540,1617358,1.44
2016_2430,2016,2430,燦坤,22167467,478329,1674631,2.88
2016_2459,2016,2459,敦吉,12005230,399186,1073006,3.72
2016_3010,2016,3010,華立,39541801,1045390,2313901,4.52
2016_3028,2016,3028,增你強,22266768,292596,2138249,1.37
2016_3033,2016,3033,威健,43741657,390713,3230094,1.33
2016_3036,2016,3036,文曄,144147461,1699457,4715196,3.61
2016_3048,2016,3048,益登,75728589,238358,2225726,1.07
2016_3055,2016,3055,蔚華科,3514446,138538,1063448,1.16
2016_3209,2016,3209,全科,28069697,249907,1385262,1.8
2016_3312,2016,3312,弘憶股,8328162,58698,1285008,0.48
2016_3315,2016,3315,宣昶,11816258,100685,702813,1.43
2016_3528,2016,3528,安馳,3100440,165620,631364,2.64
2016_3702,2016,3702,大聯大,536918813,5312875,17241892,3.18
2016_5434,2016,5434,崇越,22629436,1203347,1658996,7.25
2016_6145,2016,6145,勁永,3813691,4793,3255333,0.01
2016_6189,2016,6189,豐藝,18817347,448209,1790452,2.5
2016_6281,2016,6281,全國電,16812380,494069,991729,4.98
2016_8070,2016,8070,長華,10941726,785657,638799,11.37
2016_8112,2016,8112,至上,111353939,1101741,3496697,3.7
2016_2427,2016,2427,三商電,2696941,49612,1873145,0.27
2016_2453,2016,2453,凌群,3905581,66469,1000000,0.66
2016_2468,2016,2468,華經,1424592,45574,699612,0.65
2016_2471,2016,2471,資通,692410,81512,472539,1.79
2016_2480,2016,2480,敦陽科,4222518,299699,1329504,2.25
2016_3029,2016,3029,零壹,5932359,224077,1212655,1.85
2016_3130,2016,3130,一零四,1454753,398368,332417,12.04
2016_4994,2016,4994,傳奇,964282,-108553,1107880,-0.98
2016_5203,2016,5203,訊連,1895941,303496,968945,3.15
2016_6112,2016,6112,聚碩,9118403,238796,963064,2.48
2016_6183,2016,6183,關貿,1248013,206048,1500000,1.37
2016_6214,2016,6214,精誠,16210380,1108268,2693933,4.5
2016_2312,2016,2312,金寶,122970192,1176494,14556572,0.87
2016_2317,2016,2317,鴻海,4358733357,148662983,173287383,8.6
2016_2354,2016,2354,鴻準,80110459,10721108,14144852,7.59
2016_2359,2016,2359,所羅門,4046234,162136,1714711,0.95
2016_2360,2016,2360,致茂,11624369,1719935,3898872,4.53
2016_2373,2016,2373,震旦行,14463633,1250613,3374322,4.02
2016_2390,2016,2390,云辰,810755,-48731,2153033,-0.23
2016_2404,2016,2404,漢唐,15426851,1551996,2382334,6.52
2016_2423,2016,2423,固緯,2205675,254994,1450472,1.76
2016_2433,2016,2433,互盛電,3412255,430702,1444960,2.98
2016_2461,2016,2461,光群雷,5080255,215461,1328299,1.63
2016_2464,2016,2464,盟立,8866171,489426,1916972,2.55
2016_2474,2016,2474,可成,79113653,22019794,7703911,28.58
2016_2477,2016,2477,美隆電,3697490,355692,2388151,1.49
2016_2482,2016,2482,連宇,886306,18769,620725,0.3
2016_2488,2016,2488,漢平,3241146,451364,799994,5.64
2016_2495,2016,2495,普安,1955428,298080,2791110,1.07
2016_2497,2016,2497,怡利電,2733137,11417,1187985,0.1
2016_3018,2016,3018,同開,1771713,15013,605919,0.28
2016_3030,2016,3030,德律,3099686,429218,2362160,1.82
2016_3043,2016,3043,科風,1240111,-59484,1948781,-0.39
2016_3305,2016,3305,昇貿,4804522,246323,1214893,2.11
2016_3450,2016,3450,聯鈞,8206855,1188580,1103647,10.77
2016_3518,2016,3518,柏騰,841754,-416118,807072,-5.09
2016_3617,2016,3617,碩天,7003344,729478,809280,9.02
2016_3665,2016,3665,貿聯-KY,9208059,909945,1029593,9.23
2016_5225,2016,5225,東科-KY,6469043,133932,615020,2.22
2016_6139,2016,6139,亞翔,23473383,616138,2150936,2.97
2016_6192,2016,6192,巨路,4817430,515802,1187109,4.35
2016_6196,2016,6196,帆宣,18650941,515151,1650698,3.12
2016_6201,2016,6201,亞弘電,3480684,302306,892000,3.39
2016_6215,2016,6215,和椿,1596850,46998,827897,0.57
2016_6409,2016,6409,旭隼,8120220,1428336,787055,18.25
2016_8021,2016,8021,尖點,3282932,246132,1594783,1.55
2016_8201,2016,8201,無敵,645642,-84925,623663,-1.16
2016_1262,2016,1262,綠悅-KY,6923191,1825209,1485000,12.29
2016_1435,2016,1435,中福,29404,-6074,1397801,-0.05
2016_1516,2016,1516,川飛,683951,24147,293040,0.82
2016_2062,2016,2062,橋椿,6195291,746050,1635869,4.58
2016_2348,2016,2348,海悅,449266,10649,856000,0.12
2016_2514,2016,2514,龍邦,742271,392609,5066133,0.72
2016_2904,2016,2904,匯僑,506001,104770,690344,1.52
2016_3040,2016,3040,遠見,219613,153633,630000,2.44
2016_4536,2016,4536,拓凱,6216494,779031,908200,8.58
2016_5284,2016,5284,jpp-KY,1182932,161138,385393,4.2
2016_5871,2016,5871,中租-KY,38007776,7243268,11392300,6.36
2016_6184,2016,6184,大豐電,1645382,-185616,1582306,-1.25
2016_6464,2016,6464,台數科,2980159,734076,1243670,6.09
2016_6504,2016,6504,南六,6090390,582367,726000,8.02
2016_8033,2016,8033,雷虎,686452,-195430,1287291,-1.52
